,fase,fase_end,fase_count,wind_dir,location,windfase,windfase_end,windfase_count,windduur,windduur_end,windduur_count,opzetduur,opzetduur_end,opzetduur_count
3140,,,,315.0 - 337.5,delfzijl,,,,47.0,48.0,40.0,,,
3141,,,,315.0 - 337.5,delfzijl,,,,56.0,57.0,10.0,,,
3142,,,,315.0 - 337.5,delfzijl,,,,7.0,8.0,14.0,,,
3143,,,,315.0 - 337.5,delfzijl,,,,55.0,56.0,9.0,,,
3144,,,,315.0 - 337.5,delfzijl,,,,,,,6.0,7.0,249.0
3145,,,,315.0 - 337.5,delfzijl,,,,,,,18.0,19.0,20.0
3146,,,,315.0 - 337.5,delfzijl,,,,,,,9.0,10.0,280.0
3147,,,,315.0 - 337.5,delfzijl,,,,,,,4.0,5.0,539.0
3148,,,,315.0 - 337.5,delfzijl,,,,,,,5.0,6.0,746.0
3149,,,,315.0 - 337.5,delfzijl,,,,,,,16.0,17.0,41.0
3150,,,,315.0 - 337.5,delfzijl,,,,,,,7.0,8.0,212.0
3151,,,,315.0 - 337.5,delfzijl,,,,,,,14.0,15.0,76.0
3152,,,,315.0 - 337.5,delfzijl,,,,,,,10.0,11.0,252.0
3153,,,,315.0 - 337.5,delfzijl,,,,,,,12.0,13.0,138.0
3154,,,,315.0 - 337.5,delfzijl,,,,,,,8.0,9.0,265.0
3155,,,,315.0 - 337.5,delfzijl,,,,,,,3.0,4.0,37.0
3156,,,,315.0 - 337.5,delfzijl,,,,,,,11.0,12.0,200.0
3157,,,,315.0 - 337.5,delfzijl,,,,,,,15.0,16.0,79.0
3158,,,,315.0 - 337.5,delfzijl,,,,,,,13.0,14.0,82.0
3159,,,,315.0 - 337.5,delfzijl,,,,,,,17.0,18.0,34.0
3160,,,,315.0 - 337.5,delfzijl,,,,,,,20.0,21.0,15.0
3161,,,,315.0 - 337.5,delfzijl,,,,,,,23.0,24.0,3.0
3162,,,,315.0 - 337.5,delfzijl,,,,,,,21.0,22.0,7.0
3163,,,,315.0 - 337.5,delfzijl,,,,,,,19.0,20.0,15.0
3164,,,,315.0 - 337.5,delfzijl,,,,,,,22.0,23.0,7.0
3165,,,,315.0 - 337.5,delfzijl,,,,,,,2.0,3.0,4.0
3166,,,,315.0 - 337.5,delfzijl,,,,,,,28.0,29.0,3.0
3167,,,,315.0 - 337.5,delfzijl,,,,,,,38.0,39.0,1.0
3168,,,,315.0 - 337.5,delfzijl,,,,,,,27.0,28.0,1.0
3169,,,,315.0 - 337.5,delfzijl,,,,,,,25.0,26.0,2.0
3170,,,,315.0 - 337.5,delfzijl,,,,,,,39.0,40.0,1.0
3171,,,,315.0 - 337.5,delfzijl,,,,,,,30.0,31.0,1.0
3172,,,,315.0 - 337.5,delfzijl,,,,,,,1.0,2.0,2.0
3173,,,,315.0 - 337.5,delfzijl,,,,,,,26.0,27.0,1.0
3174,,,,315.0 - 337.5,delfzijl,,,,,,,24.0,25.0,1.0
3175,,,,315.0 - 337.5,delfzijl,,,,,,,37.0,38.0,1.0
3176,,,,315.0 - 337.5,delfzijl,,,,,,,35.0,36.0,1.0
3177,3.6000000000000014,3.8000000000000016,45.0,337.5 - 360.0,delfzijl,,,,,,,,,
3178,4.200000000000001,4.400000000000001,5.0,337.5 - 360.0,delfzijl,,,,,,,,,
3179,1.6000000000000005,1.8000000000000005,36.0,337.5 - 360.0,delfzijl,,,,,,,,,
3180,2.0,2.2,68.0,337.5 - 360.0,delfzijl,,,,,,,,,
3181,3.200000000000001,3.4000000000000012,43.0,337.5 - 360.0,delfzijl,,,,,,,,,
3182,4.0,4.2,38.0,337.5 - 360.0,delfzijl,,,,,,,,,
3183,5.0,5.2,26.0,337.5 - 360.0,delfzijl,,,,,,,,,
3184,1.4000000000000004,1.6000000000000003,24.0,337.5 - 360.0,delfzijl,,,,,,,,,
3185,1.8000000000000007,2.000000000000001,42.0,337.5 - 360.0,delfzijl,,,,,,,,,
3186,2.8000000000000007,3.000000000000001,17.0,337.5 - 360.0,delfzijl,,,,,,,,,
3187,2.5999999999999996,2.8,23.0,337.5 - 360.0,delfzijl,,,,,,,,,
3188,2.4000000000000004,2.6000000000000005,14.0,337.5 - 360.0,delfzijl,,,,,,,,,
3189,3.0,3.2,69.0,337.5 - 360.0,delfzijl,,,,,,,,,
3190,3.4000000000000004,3.6000000000000005,40.0,337.5 - 360.0,delfzijl,,,,,,,,,
3191,3.8000000000000007,4.000000000000001,31.0,337.5 - 360.0,delfzijl,,,,,,,,,
3192,4.4,4.6000000000000005,4.0,337.5 - 360.0,delfzijl,,,,,,,,,
3193,1.2000000000000002,1.4000000000000001,5.0,337.5 - 360.0,delfzijl,,,,,,,,,
3194,5.800000000000001,6.000000000000001,2.0,337.5 - 360.0,delfzijl,,,,,,,,,
3195,4.600000000000001,4.800000000000002,9.0,337.5 - 360.0,delfzijl,,,,,,,,,
3196,4.800000000000001,5.000000000000001,11.0,337.5 - 360.0,delfzijl,,,,,,,,,
3197,2.200000000000001,2.4000000000000012,17.0,337.5 - 360.0,delfzijl,,,,,,,,,
3198,1.0,1.2,3.0,337.5 - 360.0,delfzijl,,,,,,,,,
3199,-3.8,-3.5999999999999996,1.0,337.5 - 360.0,delfzijl,,,,,,,,,
3200,-1.0,-0.8,2.0,337.5 - 360.0,delfzijl,,,,,,,,,
3201,5.200000000000001,5.400000000000001,7.0,337.5 - 360.0,delfzijl,,,,,,,,,
3202,5.4,5.6000000000000005,4.0,337.5 - 360.0,delfzijl,,,,,,,,,
3203,5.600000000000001,5.800000000000002,2.0,337.5 - 360.0,delfzijl,,,,,,,,,
3204,-5.0,-4.8,1.0,337.5 - 360.0,delfzijl,,,,,,,,,
3205,-2.4,-2.1999999999999997,1.0,337.5 - 360.0,delfzijl,,,,,,,,,
3206,,,,337.5 - 360.0,delfzijl,5.0,6.0,22.0,,,,,,
3207,,,,337.5 - 360.0,delfzijl,0.0,1.0,68.0,,,,,,
3208,,,,337.5 - 360.0,delfzijl,-3.0,-2.0,36.0,,,,,,
3209,,,,337.5 - 360.0,delfzijl,-2.0,-1.0,33.0,,,,,,
3210,,,,337.5 - 360.0,delfzijl,-1.0,0.0,50.0,,,,,,
3211,,,,337.5 - 360.0,delfzijl,-5.0,-4.0,19.0,,,,,,
3212,,,,337.5 - 360.0,delfzijl,7.0,8.0,14.0,,,,,,
3213,,,,337.5 - 360.0,delfzijl,6.0,7.0,18.0,,,,,,
3214,,,,337.5 - 360.0,delfzijl,3.0,4.0,53.0,,,,,,
3215,,,,337.5 - 360.0,delfzijl,-12.0,-11.0,8.0,,,,,,
3216,,,,337.5 - 360.0,delfzijl,13.0,14.0,1.0,,,,,,
3217,,,,337.5 - 360.0,delfzijl,2.0,3.0,57.0,,,,,,
3218,,,,337.5 - 360.0,delfzijl,9.0,10.0,3.0,,,,,,
3219,,,,337.5 - 360.0,delfzijl,1.0,2.0,75.0,,,,,,
3220,,,,337.5 - 360.0,delfzijl,4.0,5.0,34.0,,,,,,
3221,,,,337.5 - 360.0,delfzijl,8.0,9.0,12.0,,,,,,
3222,,,,337.5 - 360.0,delfzijl,-14.0,-13.0,5.0,,,,,,
3223,,,,337.5 - 360.0,delfzijl,-7.0,-6.0,7.0,,,,,,
3224,,,,337.5 - 360.0,delfzijl,10.0,11.0,12.0,,,,,,
3225,,,,337.5 - 360.0,delfzijl,-4.0,-3.0,11.0,,,,,,
3226,,,,337.5 - 360.0,delfzijl,-17.0,-16.0,2.0,,,,,,
3227,,,,337.5 - 360.0,delfzijl,-24.0,-23.0,4.0,,,,,,
3228,,,,337.5 - 360.0,delfzijl,12.0,13.0,4.0,,,,,,
3229,,,,337.5 - 360.0,delfzijl,-23.0,-22.0,2.0,,,,,,
3230,,,,337.5 - 360.0,delfzijl,-20.0,-19.0,3.0,,,,,,
3231,,,,337.5 - 360.0,delfzijl,-6.0,-5.0,8.0,,,,,,
3232,,,,337.5 - 360.0,delfzijl,11.0,12.0,4.0,,,,,,
3233,,,,337.5 - 360.0,delfzijl,-19.0,-18.0,3.0,,,,,,
3234,,,,337.5 - 360.0,delfzijl,-11.0,-10.0,4.0,,,,,,
3235,,,,337.5 - 360.0,delfzijl,-9.0,-8.0,6.0,,,,,,
3236,,,,337.5 - 360.0,delfzijl,-8.0,-7.0,5.0,,,,,,
3237,,,,337.5 - 360.0,delfzijl,-22.0,-21.0,1.0,,,,,,
3238,,,,337.5 - 360.0,delfzijl,14.0,15.0,1.0,,,,,,
3239,,,,337.5 - 360.0,delfzijl,-15.0,-14.0,5.0,,,,,,
3240,,,,337.5 - 360.0,delfzijl,18.0,19.0,1.0,,,,,,
3241,,,,337.5 - 360.0,delfzijl,-10.0,-9.0,1.0,,,,,,
3242,,,,337.5 - 360.0,delfzijl,23.0,24.0,1.0,,,,,,
3243,,,,337.5 - 360.0,delfzijl,-13.0,-12.0,2.0,,,,,,
3244,,,,337.5 - 360.0,delfzijl,-16.0,-15.0,1.0,,,,,,
3245,,,,337.5 - 360.0,delfzijl,-18.0,-17.0,1.0,,,,,,
3246,,,,337.5 - 360.0,delfzijl,15.0,16.0,1.0,,,,,,
3247,,,,337.5 - 360.0,delfzijl,,,,7.0,8.0,14.0,,,
3248,,,,337.5 - 360.0,delfzijl,,,,24.0,25.0,21.0,,,
3249,,,,337.5 - 360.0,delfzijl,,,,34.0,35.0,10.0,,,
3250,,,,337.5 - 360.0,delfzijl,,,,27.0,28.0,17.0,,,
3251,,,,337.5 - 360.0,delfzijl,,,,12.0,13.0,20.0,,,
3252,,,,337.5 - 360.0,delfzijl,,,,33.0,34.0,15.0,,,
3253,,,,337.5 - 360.0,delfzijl,,,,17.0,18.0,21.0,,,
3254,,,,337.5 - 360.0,delfzijl,,,,37.0,38.0,13.0,,,
3255,,,,337.5 - 360.0,delfzijl,,,,35.0,36.0,10.0,,,
3256,,,,337.5 - 360.0,delfzijl,,,,47.0,48.0,6.0,,,
3257,,,,337.5 - 360.0,delfzijl,,,,25.0,26.0,23.0,,,
3258,,,,337.5 - 360.0,delfzijl,,,,46.0,47.0,6.0,,,
3259,,,,337.5 - 360.0,delfzijl,,,,30.0,31.0,22.0,,,
3260,,,,337.5 - 360.0,delfzijl,,,,43.0,44.0,8.0,,,
3261,,,,337.5 - 360.0,delfzijl,,,,26.0,27.0,9.0,,,
3262,,,,337.5 - 360.0,delfzijl,,,,18.0,19.0,23.0,,,
3263,,,,337.5 - 360.0,delfzijl,,,,16.0,17.0,15.0,,,
3264,,,,337.5 - 360.0,delfzijl,,,,10.0,11.0,15.0,,,
3265,,,,337.5 - 360.0,delfzijl,,,,6.0,7.0,3.0,,,
3266,,,,337.5 - 360.0,delfzijl,,,,9.0,10.0,20.0,,,
3267,,,,337.5 - 360.0,delfzijl,,,,11.0,12.0,13.0,,,
3268,,,,337.5 - 360.0,delfzijl,,,,32.0,33.0,16.0,,,
3269,,,,337.5 - 360.0,delfzijl,,,,54.0,55.0,2.0,,,
3270,,,,337.5 - 360.0,delfzijl,,,,15.0,16.0,18.0,,,
3271,,,,337.5 - 360.0,delfzijl,,,,42.0,43.0,10.0,,,
3272,,,,337.5 - 360.0,delfzijl,,,,53.0,54.0,1.0,,,
3273,,,,337.5 - 360.0,delfzijl,,,,29.0,30.0,12.0,,,
3274,,,,337.5 - 360.0,delfzijl,,,,39.0,40.0,6.0,,,
3275,,,,337.5 - 360.0,delfzijl,,,,22.0,23.0,18.0,,,
3276,,,,337.5 - 360.0,delfzijl,,,,44.0,45.0,9.0,,,
3277,,,,337.5 - 360.0,delfzijl,,,,19.0,20.0,17.0,,,
3278,,,,337.5 - 360.0,delfzijl,,,,13.0,14.0,13.0,,,
3279,,,,337.5 - 360.0,delfzijl,,,,40.0,41.0,8.0,,,
3280,,,,337.5 - 360.0,delfzijl,,,,52.0,53.0,1.0,,,
3281,,,,337.5 - 360.0,delfzijl,,,,50.0,51.0,3.0,,,
3282,,,,337.5 - 360.0,delfzijl,,,,28.0,29.0,18.0,,,
3283,,,,337.5 - 360.0,delfzijl,,,,41.0,42.0,11.0,,,
3284,,,,337.5 - 360.0,delfzijl,,,,23.0,24.0,13.0,,,
3285,,,,337.5 - 360.0,delfzijl,,,,31.0,32.0,16.0,,,
3286,,,,337.5 - 360.0,delfzijl,,,,21.0,22.0,17.0,,,
3287,,,,337.5 - 360.0,delfzijl,,,,14.0,15.0,14.0,,,
3288,,,,337.5 - 360.0,delfzijl,,,,38.0,39.0,9.0,,,
3289,,,,337.5 - 360.0,delfzijl,,,,36.0,37.0,14.0,,,
3290,,,,337.5 - 360.0,delfzijl,,,,48.0,49.0,4.0,,,
3291,,,,337.5 - 360.0,delfzijl,,,,20.0,21.0,19.0,,,
3292,,,,337.5 - 360.0,delfzijl,,,,45.0,46.0,3.0,,,
3293,,,,337.5 - 360.0,delfzijl,,,,58.0,59.0,1.0,,,
3294,,,,337.5 - 360.0,delfzijl,,,,57.0,58.0,4.0,,,
3295,,,,337.5 - 360.0,delfzijl,,,,8.0,9.0,7.0,,,
3296,,,,337.5 - 360.0,delfzijl,,,,49.0,50.0,3.0,,,
3297,,,,337.5 - 360.0,delfzijl,,,,56.0,57.0,2.0,,,
3298,,,,337.5 - 360.0,delfzijl,,,,51.0,52.0,1.0,,,
3299,,,,337.5 - 360.0,delfzijl,,,,55.0,56.0,2.0,,,
3300,,,,337.5 - 360.0,delfzijl,,,,,,,7.0,8.0,39.0
3301,,,,337.5 - 360.0,delfzijl,,,,,,,12.0,13.0,15.0
3302,,,,337.5 - 360.0,delfzijl,,,,,,,4.0,5.0,157.0
3303,,,,337.5 - 360.0,delfzijl,,,,,,,5.0,6.0,139.0
3304,,,,337.5 - 360.0,delfzijl,,,,,,,10.0,11.0,37.0
3305,,,,337.5 - 360.0,delfzijl,,,,,,,19.0,20.0,5.0
3306,,,,337.5 - 360.0,delfzijl,,,,,,,18.0,19.0,2.0
3307,,,,337.5 - 360.0,delfzijl,,,,,,,9.0,10.0,45.0
3308,,,,337.5 - 360.0,delfzijl,,,,,,,16.0,17.0,8.0
3309,,,,337.5 - 360.0,delfzijl,,,,,,,8.0,9.0,29.0
3310,,,,337.5 - 360.0,delfzijl,,,,,,,11.0,12.0,20.0
3311,,,,337.5 - 360.0,delfzijl,,,,,,,6.0,7.0,52.0
3312,,,,337.5 - 360.0,delfzijl,,,,,,,3.0,4.0,10.0
3313,,,,337.5 - 360.0,delfzijl,,,,,,,14.0,15.0,8.0
3314,,,,337.5 - 360.0,delfzijl,,,,,,,17.0,18.0,2.0
3315,,,,337.5 - 360.0,delfzijl,,,,,,,13.0,14.0,16.0
3316,,,,337.5 - 360.0,delfzijl,,,,,,,22.0,23.0,1.0
3317,,,,337.5 - 360.0,delfzijl,,,,,,,15.0,16.0,6.0
3318,,,,337.5 - 360.0,delfzijl,,,,,,,21.0,22.0,3.0
3319,,,,337.5 - 360.0,delfzijl,,,,,,,1.0,2.0,1.0
3320,,,,337.5 - 360.0,delfzijl,,,,,,,20.0,21.0,1.0
3321,,,,337.5 - 360.0,delfzijl,,,,,,,24.0,25.0,1.0
3322,,,,337.5 - 360.0,delfzijl,,,,,,,2.0,3.0,1.0
3323,5.800000000000001,6.000000000000001,1.0,0.0 - 22.5,vlissingen,,,,,,,,,
3324,4.200000000000001,4.400000000000001,28.0,0.0 - 22.5,vlissingen,,,,,,,,,
3325,2.4000000000000004,2.6000000000000005,5.0,0.0 - 22.5,vlissingen,,,,,,,,,
3326,3.8000000000000007,4.000000000000001,9.0,0.0 - 22.5,vlissingen,,,,,,,,,
3327,4.0,4.2,43.0,0.0 - 22.5,vlissingen,,,,,,,,,
3328,2.0,2.2,3.0,0.0 - 22.5,vlissingen,,,,,,,,,
3329,4.800000000000001,5.000000000000001,2.0,0.0 - 22.5,vlissingen,,,,,,,,,
3330,4.600000000000001,4.800000000000002,5.0,0.0 - 22.5,vlissingen,,,,,,,,,
3331,2.200000000000001,2.4000000000000012,3.0,0.0 - 22.5,vlissingen,,,,,,,,,
3332,4.4,4.6000000000000005,9.0,0.0 - 22.5,vlissingen,,,,,,,,,
3333,0.6000000000000005,0.8000000000000005,1.0,0.0 - 22.5,vlissingen,,,,,,,,,
3334,0.40000000000000036,0.6000000000000003,1.0,0.0 - 22.5,vlissingen,,,,,,,,,
3335,1.8000000000000007,2.000000000000001,1.0,0.0 - 22.5,vlissingen,,,,,,,,,
3336,3.0,3.2,1.0,0.0 - 22.5,vlissingen,,,,,,,,,
3337,3.6000000000000014,3.8000000000000016,1.0,0.0 - 22.5,vlissingen,,,,,,,,,
3338,5.0,5.2,2.0,0.0 - 22.5,vlissingen,,,,,,,,,
3339,,,,0.0 - 22.5,vlissingen,0.0,1.0,8.0,,,,,,
3340,,,,0.0 - 22.5,vlissingen,-16.0,-15.0,2.0,,,,,,
3341,,,,0.0 - 22.5,vlissingen,2.0,3.0,6.0,,,,,,
3342,,,,0.0 - 22.5,vlissingen,7.0,8.0,5.0,,,,,,
3343,,,,0.0 - 22.5,vlissingen,-3.0,-2.0,6.0,,,,,,
3344,,,,0.0 - 22.5,vlissingen,-2.0,-1.0,6.0,,,,,,
3345,,,,0.0 - 22.5,vlissingen,20.0,21.0,2.0,,,,,,
3346,,,,0.0 - 22.5,vlissingen,-7.0,-6.0,4.0,,,,,,
3347,,,,0.0 - 22.5,vlissingen,1.0,2.0,7.0,,,,,,
3348,,,,0.0 - 22.5,vlissingen,-15.0,-14.0,1.0,,,,,,
3349,,,,0.0 - 22.5,vlissingen,3.0,4.0,4.0,,,,,,
3350,,,,0.0 - 22.5,vlissingen,10.0,11.0,1.0,,,,,,
3351,,,,0.0 - 22.5,vlissingen,-12.0,-11.0,2.0,,,,,,
3352,,,,0.0 - 22.5,vlissingen,-1.0,0.0,9.0,,,,,,
3353,,,,0.0 - 22.5,vlissingen,-9.0,-8.0,6.0,,,,,,
3354,,,,0.0 - 22.5,vlissingen,-14.0,-13.0,3.0,,,,,,
3355,,,,0.0 - 22.5,vlissingen,4.0,5.0,5.0,,,,,,
3356,,,,0.0 - 22.5,vlissingen,13.0,14.0,1.0,,,,,,
3357,,,,0.0 - 22.5,vlissingen,-5.0,-4.0,5.0,,,,,,
3358,,,,0.0 - 22.5,vlissingen,-8.0,-7.0,3.0,,,,,,
3359,,,,0.0 - 22.5,vlissingen,-24.0,-23.0,1.0,,,,,,
3360,,,,0.0 - 22.5,vlissingen,6.0,7.0,2.0,,,,,,
3361,,,,0.0 - 22.5,vlissingen,-21.0,-20.0,1.0,,,,,,
3362,,,,0.0 - 22.5,vlissingen,5.0,6.0,2.0,,,,,,
3363,,,,0.0 - 22.5,vlissingen,-4.0,-3.0,6.0,,,,,,
3364,,,,0.0 - 22.5,vlissingen,-13.0,-12.0,3.0,,,,,,
3365,,,,0.0 - 22.5,vlissingen,-6.0,-5.0,4.0,,,,,,
3366,,,,0.0 - 22.5,vlissingen,19.0,20.0,1.0,,,,,,
3367,,,,0.0 - 22.5,vlissingen,14.0,15.0,1.0,,,,,,
3368,,,,0.0 - 22.5,vlissingen,-10.0,-9.0,3.0,,,,,,
3369,,,,0.0 - 22.5,vlissingen,-23.0,-22.0,1.0,,,,,,
3370,,,,0.0 - 22.5,vlissingen,11.0,12.0,2.0,,,,,,
3371,,,,0.0 - 22.5,vlissingen,16.0,17.0,1.0,,,,,,
3372,,,,0.0 - 22.5,vlissingen,9.0,10.0,2.0,,,,,,
3373,,,,0.0 - 22.5,vlissingen,-20.0,-19.0,1.0,,,,,,
3374,,,,0.0 - 22.5,vlissingen,12.0,13.0,1.0,,,,,,
3375,,,,0.0 - 22.5,vlissingen,-17.0,-16.0,1.0,,,,,,
3376,,,,0.0 - 22.5,vlissingen,-11.0,-10.0,1.0,,,,,,
3377,,,,0.0 - 22.5,vlissingen,,,,19.0,20.0,7.0,,,
3378,,,,0.0 - 22.5,vlissingen,,,,20.0,21.0,4.0,,,
3379,,,,0.0 - 22.5,vlissingen,,,,23.0,24.0,6.0,,,
3380,,,,0.0 - 22.5,vlissingen,,,,17.0,18.0,2.0,,,
3381,,,,0.0 - 22.5,vlissingen,,,,14.0,15.0,4.0,,,
3382,,,,0.0 - 22.5,vlissingen,,,,35.0,36.0,3.0,,,
3383,,,,0.0 - 22.5,vlissingen,,,,16.0,17.0,7.0,,,
3384,,,,0.0 - 22.5,vlissingen,,,,12.0,13.0,2.0,,,
3385,,,,0.0 - 22.5,vlissingen,,,,33.0,34.0,4.0,,,
3386,,,,0.0 - 22.5,vlissingen,,,,11.0,12.0,4.0,,,
3387,,,,0.0 - 22.5,vlissingen,,,,34.0,35.0,5.0,,,
3388,,,,0.0 - 22.5,vlissingen,,,,36.0,37.0,4.0,,,
3389,,,,0.0 - 22.5,vlissingen,,,,24.0,25.0,3.0,,,
3390,,,,0.0 - 22.5,vlissingen,,,,25.0,26.0,6.0,,,
3391,,,,0.0 - 22.5,vlissingen,,,,38.0,39.0,2.0,,,
3392,,,,0.0 - 22.5,vlissingen,,,,54.0,55.0,1.0,,,
3393,,,,0.0 - 22.5,vlissingen,,,,47.0,48.0,1.0,,,
3394,,,,0.0 - 22.5,vlissingen,,,,18.0,19.0,4.0,,,
3395,,,,0.0 - 22.5,vlissingen,,,,29.0,30.0,2.0,,,
3396,,,,0.0 - 22.5,vlissingen,,,,15.0,16.0,4.0,,,
3397,,,,0.0 - 22.5,vlissingen,,,,13.0,14.0,4.0,,,
3398,,,,0.0 - 22.5,vlissingen,,,,10.0,11.0,3.0,,,
3399,,,,0.0 - 22.5,vlissingen,,,,30.0,31.0,4.0,,,
3400,,,,0.0 - 22.5,vlissingen,,,,7.0,8.0,3.0,,,
3401,,,,0.0 - 22.5,vlissingen,,,,26.0,27.0,2.0,,,
3402,,,,0.0 - 22.5,vlissingen,,,,32.0,33.0,4.0,,,
3403,,,,0.0 - 22.5,vlissingen,,,,9.0,10.0,4.0,,,
3404,,,,0.0 - 22.5,vlissingen,,,,22.0,23.0,4.0,,,
3405,,,,0.0 - 22.5,vlissingen,,,,21.0,22.0,3.0,,,
3406,,,,0.0 - 22.5,vlissingen,,,,27.0,28.0,2.0,,,
3407,,,,0.0 - 22.5,vlissingen,,,,28.0,29.0,3.0,,,
3408,,,,0.0 - 22.5,vlissingen,,,,51.0,52.0,1.0,,,
3409,,,,0.0 - 22.5,vlissingen,,,,31.0,32.0,2.0,,,
3410,,,,0.0 - 22.5,vlissingen,,,,43.0,44.0,1.0,,,
3411,,,,0.0 - 22.5,vlissingen,,,,44.0,45.0,1.0,,,
3412,,,,0.0 - 22.5,vlissingen,,,,39.0,40.0,1.0,,,
3413,,,,0.0 - 22.5,vlissingen,,,,37.0,38.0,1.0,,,
3414,,,,0.0 - 22.5,vlissingen,,,,52.0,53.0,1.0,,,
3415,,,,0.0 - 22.5,vlissingen,,,,,,,8.0,9.0,7.0
3416,,,,0.0 - 22.5,vlissingen,,,,,,,3.0,4.0,6.0
3417,,,,0.0 - 22.5,vlissingen,,,,,,,4.0,5.0,29.0
3418,,,,0.0 - 22.5,vlissingen,,,,,,,10.0,11.0,2.0
3419,,,,0.0 - 22.5,vlissingen,,,,,,,13.0,14.0,3.0
3420,,,,0.0 - 22.5,vlissingen,,,,,,,6.0,7.0,5.0
3421,,,,0.0 - 22.5,vlissingen,,,,,,,7.0,8.0,8.0
3422,,,,0.0 - 22.5,vlissingen,,,,,,,9.0,10.0,5.0
3423,,,,0.0 - 22.5,vlissingen,,,,,,,5.0,6.0,13.0
3424,,,,0.0 - 22.5,vlissingen,,,,,,,26.0,27.0,1.0
3425,,,,0.0 - 22.5,vlissingen,,,,,,,12.0,13.0,1.0
3426,2.8000000000000007,3.000000000000001,1.0,22.5 - 45.0,vlissingen,,,,,,,,,
3427,4.200000000000001,4.400000000000001,4.0,22.5 - 45.0,vlissingen,,,,,,,,,
3428,4.0,4.2,6.0,22.5 - 45.0,vlissingen,,,,,,,,,
3429,2.200000000000001,2.4000000000000012,1.0,22.5 - 45.0,vlissingen,,,,,,,,,
3430,1.8000000000000007,2.000000000000001,1.0,22.5 - 45.0,vlissingen,,,,,,,,,
3431,,,,22.5 - 45.0,vlissingen,-24.0,-23.0,1.0,,,,,,
3432,,,,22.5 - 45.0,vlissingen,-21.0,-20.0,1.0,,,,,,
3433,,,,22.5 - 45.0,vlissingen,-9.0,-8.0,1.0,,,,,,
3434,,,,22.5 - 45.0,vlissingen,-4.0,-3.0,1.0,,,,,,
3435,,,,22.5 - 45.0,vlissingen,-16.0,-15.0,2.0,,,,,,
3436,,,,22.5 - 45.0,vlissingen,-5.0,-4.0,1.0,,,,,,
3437,,,,22.5 - 45.0,vlissingen,12.0,13.0,1.0,,,,,,
3438,,,,22.5 - 45.0,vlissingen,20.0,21.0,1.0,,,,,,
3439,,,,22.5 - 45.0,vlissingen,17.0,18.0,1.0,,,,,,
3440,,,,22.5 - 45.0,vlissingen,-14.0,-13.0,1.0,,,,,,
3441,,,,22.5 - 45.0,vlissingen,-7.0,-6.0,1.0,,,,,,
3442,,,,22.5 - 45.0,vlissingen,-3.0,-2.0,1.0,,,,,,
3443,,,,22.5 - 45.0,vlissingen,7.0,8.0,1.0,,,,,,
3444,,,,22.5 - 45.0,vlissingen,,,,17.0,18.0,1.0,,,
3445,,,,22.5 - 45.0,vlissingen,,,,12.0,13.0,1.0,,,
3446,,,,22.5 - 45.0,vlissingen,,,,20.0,21.0,2.0,,,
3447,,,,22.5 - 45.0,vlissingen,,,,16.0,17.0,1.0,,,
3448,,,,22.5 - 45.0,vlissingen,,,,25.0,26.0,1.0,,,
3449,,,,22.5 - 45.0,vlissingen,,,,28.0,29.0,1.0,,,
3450,,,,22.5 - 45.0,vlissingen,,,,40.0,41.0,1.0,,,
3451,,,,22.5 - 45.0,vlissingen,,,,30.0,31.0,1.0,,,
3452,,,,22.5 - 45.0,vlissingen,,,,46.0,47.0,1.0,,,
3453,,,,22.5 - 45.0,vlissingen,,,,38.0,39.0,1.0,,,
3454,,,,22.5 - 45.0,vlissingen,,,,13.0,14.0,1.0,,,
3455,,,,22.5 - 45.0,vlissingen,,,,18.0,19.0,1.0,,,
3456,,,,22.5 - 45.0,vlissingen,,,,24.0,25.0,1.0,,,
3457,4.0,4.2,3.0,45.0 - 67.5,vlissingen,,,,,,,,,
3458,4.4,4.6000000000000005,1.0,45.0 - 67.5,vlissingen,,,,,,,,,
3459,,,,45.0 - 67.5,vlissingen,-23.0,-22.0,1.0,,,,,,
3460,,,,45.0 - 67.5,vlissingen,-24.0,-23.0,1.0,,,,,,
3461,,,,45.0 - 67.5,vlissingen,-18.0,-17.0,1.0,,,,,,
3462,,,,45.0 - 67.5,vlissingen,-16.0,-15.0,1.0,,,,,,
3463,,,,45.0 - 67.5,vlissingen,,,,28.0,29.0,1.0,,,
3464,,,,45.0 - 67.5,vlissingen,,,,32.0,33.0,1.0,,,
3465,,,,45.0 - 67.5,vlissingen,,,,17.0,18.0,1.0,,,
3466,,,,45.0 - 67.5,vlissingen,,,,33.0,34.0,1.0,,,
3467,4.0,4.2,1.0,67.5 - 90.0,vlissingen,,,,,,,,,
3468,2.4000000000000004,2.6000000000000005,1.0,67.5 - 90.0,vlissingen,,,,,,,,,
3469,,,,67.5 - 90.0,vlissingen,13.0,14.0,1.0,,,,,,
3470,,,,67.5 - 90.0,vlissingen,4.0,5.0,1.0,,,,,,
3471,,,,67.5 - 90.0,vlissingen,,,,24.0,25.0,1.0,,,
3472,,,,67.5 - 90.0,vlissingen,,,,36.0,37.0,1.0,,,
3473,4.0,4.2,1.0,90.0 - 112.5,vlissingen,,,,,,,,,
3474,,,,90.0 - 112.5,vlissingen,5.0,6.0,1.0,,,,,,
3475,,,,90.0 - 112.5,vlissingen,,,,28.0,29.0,1.0,,,
